id_anonyme;sexe;type_vehicule;usage_vehicule;age_vehicule;formule;mois_demande;etat_dossier;tranche_age;tranche_revenus;enfants;anciennete_demande;tranche_tarifs
257;M;Minivan;Private;16.0;dev_integral;février;complet;>40 ans;Non renseigné;Oui;>90 jours;Confort
258;F;Minivan;Private;5.0;dev_express;février;complet;<25 ans;20-40k€;Oui;>90 jours;Standard
259;F;Minivan;Private;1.0;dev_premium;mars;complet;>40 ans;0-20k€;Non;60–89 jours;Premium
260;F;Panel Truck;Commercial;10.0;dev_express;février;complet;>40 ans;40-60k€;Non;>90 jours;Standard
261;F;Panel Truck;Commercial;8.0;dev_integral;avril;complet;<25 ans;60k€+;Non;30-59 jours;Confort
262;F;Van;Commercial;9.0;dev_express;février;complet;>40 ans;60k€+;Oui;>90 jours;Standard
263;M;Pickup;Commercial;17.0;dev_integral;mars;complet;<25 ans;60k€+;Non;60–89 jours;Standard
264;M;Van;Commercial;10.0;dev_express;mars;complet;<25 ans;60k€+;Non;60–89 jours;Standard
265;M;z_SUV;Private;;dev_integral;mai;complet;>40 ans;0-20k€;Non;<30 jours;Confort
266;M;z_SUV;Private;7.0;dev_integral;avril;complet;>40 ans;60k€+;Non;30-59 jours;Confort
267;M;z_SUV;Private;1.0;dev_premium;janvier;complet;>40 ans;60k€+;Non;>90 jours;Confort
268;M;Panel Truck;Commercial;11.0;dev_express;mars;complet;<25 ans;60k€+;Non;60–89 jours;Standard
269;F;z_SUV;Private;12.0;dev_integral;janvier;complet;>40 ans;60k€+;Non;>90 jours;Confort
270;F;Minivan;Private;13.0;dev_premium;mai;complet;>40 ans;60k€+;Non;<30 jours;Confort
271;F;Sports Car;Commercial;12.0;dev_integral;février;complet;25-40 ans;40-60k€;Non;>90 jours;Confort
272;M;Pickup;Commercial;13.0;dev_express;février;complet;>40 ans;60k€+;Non;>90 jours;Standard
273;F;Van;Commercial;8.0;dev_integral;avril;complet;25-40 ans;60k€+;Non;30-59 jours;Confort
274;M;Van;Private;1.0;dev_express;janvier;complet;<25 ans;60k€+;Non;>90 jours;Standard
275;M;z_SUV;Private;1.0;dev_express;avril;complet;>40 ans;40-60k€;Oui;30-59 jours;Standard
276;F;Panel Truck;Commercial;10.0;dev_express;avril;complet;>40 ans;60k€+;Non;30-59 jours;Standard
277;M;Pickup;Commercial;8.0;dev_integral;janvier;complet;25-40 ans;60k€+;Oui;>90 jours;Confort
278;M;Pickup;Commercial;1.0;dev_express;mars;complet;>40 ans;20-40k€;Non;60–89 jours;Standard
279;M;Panel Truck;Commercial;20.0;dev_integral;mars;complet;<25 ans;60k€+;Non;60–89 jours;Confort
280;M;z_SUV;Private;2.0;dev_integral;janvier;complet;>40 ans;0-20k€;Non;>90 jours;Standard
281;M;Minivan;Private;12.0;dev_integral;mai;complet;>40 ans;60k€+;Non;<30 jours;Confort
282;M;Sports Car;Private;11.0;dev_premium;janvier;complet;<25 ans;0-20k€;Non;>90 jours;Premium
283;F;Sports Car;Private;12.0;dev_integral;mars;complet;<25 ans;60k€+;Non;60–89 jours;Confort
284;F;Minivan;Private;11.0;dev_integral;avril;complet;>40 ans;20-40k€;Non;30-59 jours;Confort
285;F;z_SUV;Private;1.0;dev_integral;février;complet;>40 ans;60k€+;Non;>90 jours;Confort
286;F;Pickup;Private;1.0;dev_integral;janvier;complet;<25 ans;20-40k€;Non;>90 jours;Confort
287;F;Pickup;Commercial;10.0;dev_integral;janvier;complet;25-40 ans;20-40k€;Non;>90 jours;Confort
288;M;Minivan;Private;7.0;dev_integral;janvier;complet;>40 ans;Non renseigné;Non;>90 jours;Confort
289;F;Panel Truck;Commercial;17.0;dev_express;février;complet;>40 ans;60k€+;Non;>90 jours;Standard
290;M;Pickup;Private;14.0;dev_premium;janvier;complet;>40 ans;60k€+;Oui;>90 jours;Premium
291;M;Pickup;Private;9.0;dev_express;mars;complet;>40 ans;40-60k€;Non;60–89 jours;Standard
292;M;Pickup;Private;8.0;dev_integral;mars;complet;<25 ans;40-60k€;Non;60–89 jours;Confort
293;M;Minivan;Private;;dev_integral;mars;complet;<25 ans;20-40k€;Non;60–89 jours;Confort
294;M;Van;Commercial;4.0;dev_integral;mai;complet;<25 ans;60k€+;Non;<30 jours;Confort
295;F;z_SUV;Private;1.0;dev_express;mai;complet;<25 ans;20-40k€;Oui;<30 jours;Standard
296;F;z_SUV;Private;11.0;dev_integral;mai;complet;>40 ans;60k€+;Oui;<30 jours;Confort
297;F;z_SUV;Private;;dev_premium;avril;complet;<25 ans;40-60k€;Non;30-59 jours;Premium
298;F;Minivan;Private;11.0;dev_express;février;complet;>40 ans;60k€+;Oui;>90 jours;Standard
299;F;Pickup;Private;10.0;dev_integral;avril;complet;>40 ans;60k€+;Non;30-59 jours;Standard
300;F;Panel Truck;Commercial;21.0;dev_express;mars;complet;<25 ans;40-60k€;Oui;60–89 jours;Standard
301;M;Sports Car;Commercial;1.0;dev_integral;mai;complet;>40 ans;20-40k€;Non;<30 jours;Standard
302;F;Pickup;Private;10.0;dev_integral;avril;complet;<25 ans;60k€+;Oui;30-59 jours;Standard
303;F;z_SUV;Private;1.0;dev_express;mai;complet;>40 ans;0-20k€;Oui;<30 jours;Standard
304;F;Minivan;Private;1.0;dev_integral;mai;complet;>40 ans;0-20k€;Oui;<30 jours;Confort
305;F;Pickup;Private;10.0;dev_express;mars;complet;>40 ans;40-60k€;Non;60–89 jours;Standard
306;F;Sports Car;Private;12.0;dev_express;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
307;M;Pickup;Commercial;20.0;dev_express;janvier;complet;<25 ans;60k€+;Non;>90 jours;Standard
308;F;z_SUV;Private;3.0;dev_express;mai;complet;>40 ans;0-20k€;Non;<30 jours;Standard
309;F;Minivan;Private;11.0;dev_premium;février;complet;<25 ans;60k€+;Non;>90 jours;Premium
310;F;Panel Truck;Commercial;19.0;dev_express;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
311;F;Minivan;Commercial;11.0;dev_express;mai;complet;>40 ans;0-20k€;Non;<30 jours;Standard
312;M;Sports Car;Commercial;7.0;dev_express;mai;complet;25-40 ans;40-60k€;Non;<30 jours;Standard
313;M;Minivan;Private;8.0;dev_premium;mai;complet;25-40 ans;20-40k€;Non;<30 jours;Premium
314;M;Sports Car;Private;1.0;dev_integral;mai;complet;>40 ans;40-60k€;Oui;<30 jours;Confort
315;F;Pickup;Private;12.0;dev_integral;avril;complet;>40 ans;60k€+;Oui;30-59 jours;Confort
316;M;Minivan;Private;1.0;dev_integral;février;complet;<25 ans;0-20k€;Non;>90 jours;Confort
317;M;Minivan;Private;11.0;dev_premium;avril;complet;>40 ans;60k€+;Non;30-59 jours;Confort
318;F;Panel Truck;Commercial;7.0;dev_integral;mars;complet;<25 ans;20-40k€;Non;60–89 jours;Standard
319;F;z_SUV;Private;5.0;dev_express;janvier;complet;>40 ans;0-20k€;Oui;>90 jours;Standard
320;M;Pickup;Private;9.0;dev_integral;mars;complet;>40 ans;Non renseigné;Oui;60–89 jours;Confort
321;F;Van;Private;14.0;dev_integral;janvier;complet;>40 ans;60k€+;Non;>90 jours;Confort
322;F;z_SUV;Private;4.0;dev_integral;avril;complet;>40 ans;0-20k€;Oui;30-59 jours;Confort
323;F;Sports Car;Private;6.0;dev_integral;janvier;complet;>40 ans;60k€+;Non;>90 jours;Confort
324;F;Pickup;Commercial;1.0;dev_express;mai;complet;>40 ans;0-20k€;Oui;<30 jours;Standard
325;F;z_SUV;Private;1.0;dev_express;mai;complet;>40 ans;20-40k€;Oui;<30 jours;Standard
326;M;Minivan;Commercial;1.0;dev_express;février;complet;<25 ans;60k€+;Non;>90 jours;Standard
327;F;Minivan;Private;19.0;dev_integral;février;complet;>40 ans;60k€+;Non;>90 jours;Confort
328;F;z_SUV;Commercial;12.0;dev_integral;mars;complet;>40 ans;20-40k€;Non;60–89 jours;Confort
329;F;Minivan;Private;1.0;dev_integral;mars;complet;>40 ans;40-60k€;Non;60–89 jours;Confort
330;F;z_SUV;Private;9.0;dev_premium;mai;complet;>40 ans;20-40k€;Non;<30 jours;Premium
331;F;Pickup;Private;9.0;dev_vip;janvier;complet;>40 ans;60k€+;Non;>90 jours;Premium
332;M;Minivan;Private;1.0;dev_express;février;complet;>40 ans;20-40k€;Oui;>90 jours;Standard
333;M;Sports Car;Private;4.0;dev_express;février;complet;25-40 ans;20-40k€;Non;>90 jours;Standard
334;M;Van;Commercial;7.0;dev_integral;avril;complet;>40 ans;20-40k€;Oui;30-59 jours;Standard
335;F;Minivan;Commercial;9.0;dev_integral;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Confort
336;F;z_SUV;Private;20.0;dev_express;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Standard
337;M;Sports Car;Private;15.0;dev_integral;février;complet;<25 ans;40-60k€;Non;>90 jours;Standard
338;M;Pickup;Commercial;7.0;dev_integral;mai;complet;>40 ans;40-60k€;Non;<30 jours;Confort
339;M;z_SUV;Commercial;9.0;dev_integral;avril;complet;25-40 ans;60k€+;Oui;30-59 jours;Standard
340;F;Sports Car;Private;6.0;dev_express;janvier;complet;25-40 ans;0-20k€;Oui;>90 jours;Standard
341;M;Panel Truck;Commercial;8.0;dev_express;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Standard
342;M;Sports Car;Commercial;1.0;dev_integral;janvier;complet;>40 ans;40-60k€;Oui;>90 jours;Confort
343;M;z_SUV;Private;1.0;dev_integral;mai;complet;25-40 ans;60k€+;Non;<30 jours;Confort
344;M;Minivan;Commercial;5.0;dev_integral;avril;complet;>40 ans;20-40k€;Non;30-59 jours;Standard
345;M;Van;Commercial;8.0;dev_integral;janvier;complet;>40 ans;60k€+;Non;>90 jours;Confort
346;M;z_SUV;Private;;dev_premium;mars;complet;>40 ans;60k€+;Non;60–89 jours;Premium
347;F;Panel Truck;Commercial;14.0;dev_express;février;complet;<25 ans;60k€+;Non;>90 jours;Standard
348;F;Panel Truck;Commercial;3.0;dev_integral;mars;complet;<25 ans;60k€+;Oui;60–89 jours;Standard
349;F;Minivan;Private;10.0;dev_express;avril;complet;>40 ans;0-20k€;Non;30-59 jours;Standard
350;M;Sports Car;Private;1.0;dev_integral;janvier;complet;25-40 ans;0-20k€;Non;>90 jours;Confort
351;F;Minivan;Private;10.0;dev_vip;janvier;complet;>40 ans;60k€+;Oui;>90 jours;Premium
352;M;Minivan;Private;13.0;dev_integral;janvier;complet;25-40 ans;40-60k€;Non;>90 jours;Confort
353;M;z_SUV;Commercial;1.0;dev_integral;janvier;complet;>40 ans;60k€+;Oui;>90 jours;Confort
354;F;Sports Car;Private;20.0;dev_integral;mai;complet;>40 ans;60k€+;Non;<30 jours;Confort
355;M;Panel Truck;Commercial;1.0;dev_integral;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Confort
356;F;Minivan;Private;18.0;dev_express;janvier;complet;>40 ans;60k€+;Oui;>90 jours;Standard
357;F;z_SUV;Private;25.0;dev_integral;avril;complet;>40 ans;Non renseigné;Non;30-59 jours;Standard
358;M;Panel Truck;Commercial;19.0;dev_integral;mai;complet;25-40 ans;60k€+;Oui;<30 jours;Confort
359;M;Pickup;Private;17.0;dev_express;mai;complet;<25 ans;20-40k€;Oui;<30 jours;Standard
360;F;Pickup;Commercial;11.0;dev_integral;janvier;complet;>40 ans;60k€+;Non;>90 jours;Confort
361;F;Van;Private;13.0;dev_express;mai;complet;>40 ans;40-60k€;Non;<30 jours;Standard
362;M;z_SUV;Commercial;8.0;dev_premium;mars;complet;>40 ans;20-40k€;Oui;60–89 jours;Premium
363;M;z_SUV;Commercial;5.0;dev_express;mai;complet;<25 ans;40-60k€;Oui;<30 jours;Standard
364;F;Minivan;Private;1.0;dev_premium;janvier;complet;>40 ans;40-60k€;Oui;>90 jours;Premium
365;M;z_SUV;Commercial;1.0;dev_integral;janvier;complet;25-40 ans;0-20k€;Oui;>90 jours;Standard
366;M;Minivan;Private;;dev_integral;mai;complet;>40 ans;Non renseigné;Oui;<30 jours;Confort
367;F;Minivan;Private;8.0;dev_integral;avril;complet;25-40 ans;20-40k€;Oui;30-59 jours;Standard
368;F;z_SUV;Private;9.0;dev_express;février;complet;>40 ans;60k€+;Non;>90 jours;Standard
369;F;Minivan;Private;7.0;dev_express;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Standard
370;M;Sports Car;Private;13.0;dev_premium;février;complet;<25 ans;40-60k€;Oui;>90 jours;Premium
371;F;z_SUV;Private;10.0;dev_express;janvier;complet;25-40 ans;0-20k€;Oui;>90 jours;Standard
372;M;Minivan;Private;;dev_integral;janvier;complet;>40 ans;Non renseigné;Non;>90 jours;Confort
373;M;Panel Truck;Commercial;8.0;dev_integral;mai;complet;>40 ans;40-60k€;Non;<30 jours;Confort
374;F;Minivan;Private;1.0;dev_integral;mars;complet;>40 ans;0-20k€;Oui;60–89 jours;Confort
375;F;z_SUV;Private;;dev_express;avril;complet;>40 ans;20-40k€;Non;30-59 jours;Standard
376;M;z_SUV;Private;6.0;dev_express;mai;complet;>40 ans;20-40k€;Oui;<30 jours;Standard
377;F;z_SUV;Private;11.0;dev_premium;janvier;complet;>40 ans;20-40k€;Oui;>90 jours;Premium
378;M;Minivan;Private;21.0;dev_integral;mai;complet;<25 ans;60k€+;Oui;<30 jours;Confort
379;M;Minivan;Private;8.0;dev_integral;janvier;complet;>40 ans;40-60k€;Oui;>90 jours;Confort
380;F;Minivan;Private;;dev_integral;avril;complet;>40 ans;60k€+;Non;30-59 jours;Confort
381;M;Minivan;Private;18.0;dev_express;janvier;complet;<25 ans;60k€+;Oui;>90 jours;Standard
382;M;Van;Commercial;7.0;dev_express;janvier;complet;>40 ans;40-60k€;Non;>90 jours;Standard
383;M;Van;Commercial;16.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Confort
384;M;Sports Car;Private;14.0;dev_premium;janvier;complet;>40 ans;60k€+;Non;>90 jours;Premium
385;M;z_SUV;Commercial;11.0;dev_integral;mai;complet;<25 ans;60k€+;Oui;<30 jours;Standard
386;F;z_SUV;Commercial;4.0;dev_express;avril;complet;>40 ans;20-40k€;Oui;30-59 jours;Standard
387;M;Minivan;Private;19.0;dev_express;février;complet;<25 ans;60k€+;Non;>90 jours;Standard
388;F;Pickup;Private;14.0;dev_integral;mars;complet;>40 ans;Non renseigné;Non;60–89 jours;Standard
389;M;z_SUV;Private;5.0;dev_express;janvier;complet;25-40 ans;20-40k€;Non;>90 jours;Standard
390;M;Minivan;Private;16.0;dev_express;février;complet;>40 ans;60k€+;Oui;>90 jours;Standard
391;F;z_SUV;Private;12.0;dev_integral;avril;complet;25-40 ans;60k€+;Oui;30-59 jours;Standard
392;F;Sports Car;Private;15.0;dev_integral;mars;complet;25-40 ans;Non renseigné;Non;60–89 jours;Confort
393;F;Minivan;Commercial;11.0;dev_express;mai;complet;>40 ans;0-20k€;Non;<30 jours;Standard
394;M;Panel Truck;Commercial;7.0;dev_express;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
395;F;Van;Private;3.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
396;M;Pickup;Commercial;8.0;dev_express;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Standard
397;F;Pickup;Commercial;8.0;dev_premium;février;complet;25-40 ans;60k€+;Oui;>90 jours;Premium
398;M;z_SUV;Private;16.0;dev_premium;avril;complet;>40 ans;0-20k€;Non;30-59 jours;Confort
399;M;z_SUV;Private;10.0;dev_express;février;complet;>40 ans;0-20k€;Non;>90 jours;Standard
400;M;Minivan;Commercial;9.0;dev_integral;avril;complet;>40 ans;60k€+;Oui;30-59 jours;Standard
401;F;Sports Car;Commercial;1.0;dev_integral;février;complet;<25 ans;Non renseigné;Non;>90 jours;Confort
402;M;Panel Truck;Commercial;5.0;dev_integral;avril;complet;<25 ans;60k€+;Non;30-59 jours;Confort
403;M;z_SUV;Private;5.0;dev_express;janvier;complet;>40 ans;0-20k€;Oui;>90 jours;Standard
404;M;Panel Truck;Commercial;16.0;dev_express;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
405;M;Panel Truck;Commercial;19.0;dev_express;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
406;F;Minivan;Private;7.0;dev_integral;avril;complet;<25 ans;40-60k€;Oui;30-59 jours;Standard
407;F;z_SUV;Commercial;8.0;dev_integral;février;complet;<25 ans;60k€+;Oui;>90 jours;Standard
408;M;Minivan;Private;9.0;dev_premium;avril;complet;<25 ans;60k€+;Oui;30-59 jours;Confort
409;M;Van;Commercial;14.0;dev_premium;mars;complet;25-40 ans;Non renseigné;Non;60–89 jours;Confort
410;F;z_SUV;Private;1.0;dev_premium;février;complet;>40 ans;0-20k€;Non;>90 jours;Confort
411;M;Van;Commercial;1.0;dev_integral;mars;complet;>40 ans;20-40k€;Oui;60–89 jours;Confort
412;M;Sports Car;Private;14.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
413;F;Pickup;Private;;dev_premium;avril;complet;>40 ans;60k€+;Non;30-59 jours;Premium
414;F;z_SUV;Private;16.0;dev_premium;janvier;complet;<25 ans;0-20k€;Non;>90 jours;Premium
415;M;Pickup;Commercial;16.0;dev_integral;février;complet;>40 ans;60k€+;Non;>90 jours;Standard
416;F;Pickup;Private;;dev_express;mars;complet;>40 ans;20-40k€;Non;60–89 jours;Standard
417;M;Pickup;Private;1.0;dev_integral;mai;complet;>40 ans;0-20k€;Non;<30 jours;Confort
418;F;z_SUV;Private;1.0;dev_integral;mars;complet;25-40 ans;0-20k€;Oui;60–89 jours;Confort
419;M;Pickup;Private;1.0;dev_express;mars;complet;>40 ans;0-20k€;Non;60–89 jours;Standard
420;F;Panel Truck;Commercial;1.0;dev_integral;janvier;complet;25-40 ans;Non renseigné;Oui;>90 jours;Confort
421;M;Pickup;Commercial;1.0;dev_integral;mai;complet;>40 ans;20-40k€;Oui;<30 jours;Confort
422;M;Van;Private;16.0;dev_integral;avril;complet;<25 ans;60k€+;Non;30-59 jours;Confort
423;M;Minivan;Private;1.0;dev_integral;avril;complet;>40 ans;0-20k€;Non;30-59 jours;Confort
424;M;Minivan;Commercial;7.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Confort
425;F;Sports Car;Private;12.0;dev_express;avril;complet;>40 ans;60k€+;Non;30-59 jours;Standard
426;M;z_SUV;Commercial;7.0;dev_premium;avril;complet;>40 ans;60k€+;Non;30-59 jours;Premium
427;M;Minivan;Commercial;5.0;dev_premium;mars;complet;25-40 ans;20-40k€;Oui;60–89 jours;Premium
428;F;Minivan;Private;1.0;dev_integral;avril;complet;>40 ans;60k€+;Non;30-59 jours;Confort
429;F;Panel Truck;Commercial;18.0;dev_express;mai;complet;>40 ans;60k€+;Non;<30 jours;Standard
430;F;z_SUV;Private;11.0;dev_integral;avril;complet;>40 ans;40-60k€;Oui;30-59 jours;Confort
431;F;z_SUV;Commercial;1.0;dev_express;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Standard
432;M;Panel Truck;Commercial;4.0;dev_vip;mai;complet;<25 ans;60k€+;Non;<30 jours;Premium
433;F;Pickup;Commercial;17.0;dev_integral;janvier;complet;>40 ans;Non renseigné;Non;>90 jours;Standard
434;F;Minivan;Private;15.0;dev_express;avril;complet;<25 ans;20-40k€;Non;30-59 jours;Standard
435;F;Panel Truck;Commercial;;dev_integral;février;complet;>40 ans;40-60k€;Non;>90 jours;Confort
436;F;Pickup;Commercial;1.0;dev_express;avril;complet;>40 ans;0-20k€;Non;30-59 jours;Standard
437;F;Pickup;Commercial;13.0;dev_express;février;complet;>40 ans;60k€+;Non;>90 jours;Standard
438;F;Van;Private;12.0;dev_integral;avril;complet;>40 ans;40-60k€;Oui;30-59 jours;Confort
439;M;z_SUV;Commercial;6.0;dev_premium;février;complet;>40 ans;0-20k€;Oui;>90 jours;Premium
440;F;Sports Car;Private;9.0;dev_integral;janvier;complet;>40 ans;0-20k€;Oui;>90 jours;Standard
441;F;Pickup;Commercial;1.0;dev_premium;mars;complet;25-40 ans;0-20k€;Non;60–89 jours;Confort
442;F;Pickup;Private;;dev_integral;mars;complet;>40 ans;Non renseigné;Non;60–89 jours;Confort
443;F;Pickup;Commercial;19.0;dev_integral;mai;complet;>40 ans;20-40k€;Non;<30 jours;Confort
444;F;z_SUV;Commercial;7.0;dev_express;mars;complet;>40 ans;40-60k€;Oui;60–89 jours;Standard
445;M;z_SUV;Private;15.0;dev_express;avril;complet;>40 ans;0-20k€;Non;30-59 jours;Standard
446;F;Pickup;Commercial;1.0;dev_integral;avril;complet;>40 ans;60k€+;Non;30-59 jours;Confort
447;M;z_SUV;Private;9.0;dev_integral;mai;complet;>40 ans;60k€+;Oui;<30 jours;Standard
448;M;z_SUV;Private;6.0;dev_integral;mars;complet;>40 ans;0-20k€;Oui;60–89 jours;Standard
449;F;z_SUV;Private;1.0;dev_express;mars;complet;>40 ans;0-20k€;Oui;60–89 jours;Standard
450;F;Sports Car;Private;12.0;dev_express;janvier;complet;>40 ans;60k€+;Oui;>90 jours;Standard
451;M;Pickup;Commercial;4.0;dev_express;janvier;complet;25-40 ans;Non renseigné;Non;>90 jours;Standard
452;F;z_SUV;Private;8.0;dev_integral;mars;complet;>40 ans;0-20k€;Oui;60–89 jours;Confort
453;F;z_SUV;Private;20.0;dev_premium;février;complet;>40 ans;60k€+;Non;>90 jours;Premium
454;M;Van;Commercial;4.0;dev_express;mars;complet;25-40 ans;60k€+;Non;60–89 jours;Standard
455;F;Minivan;Commercial;10.0;dev_express;mai;complet;25-40 ans;40-60k€;Oui;<30 jours;Standard
456;F;Pickup;Commercial;;dev_integral;mars;complet;25-40 ans;60k€+;Non;60–89 jours;Standard
457;F;Van;Commercial;1.0;dev_integral;février;complet;>40 ans;60k€+;Non;>90 jours;Confort
458;F;Sports Car;Private;8.0;dev_premium;avril;complet;25-40 ans;0-20k€;Oui;30-59 jours;Premium
459;M;Pickup;Private;1.0;dev_integral;mars;complet;25-40 ans;60k€+;Non;60–89 jours;Standard
460;M;Minivan;Private;1.0;dev_integral;janvier;complet;25-40 ans;60k€+;Oui;>90 jours;Standard
461;M;z_SUV;Private;9.0;dev_premium;mars;complet;>40 ans;0-20k€;Non;60–89 jours;Confort
462;M;Sports Car;Private;5.0;dev_express;avril;complet;>40 ans;60k€+;Non;30-59 jours;Standard
463;M;Panel Truck;Commercial;12.0;dev_express;février;complet;25-40 ans;60k€+;Non;>90 jours;Standard
464;F;Minivan;Private;11.0;dev_integral;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Standard
465;M;Pickup;Commercial;5.0;dev_integral;mai;complet;>40 ans;0-20k€;Oui;<30 jours;Standard
466;M;Pickup;Commercial;12.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
467;F;Van;Commercial;;dev_express;mai;complet;<25 ans;60k€+;Oui;<30 jours;Standard
468;F;Panel Truck;Commercial;;dev_premium;janvier;complet;<25 ans;60k€+;Non;>90 jours;Premium
469;F;z_SUV;Private;6.0;dev_integral;mai;complet;<25 ans;20-40k€;Non;<30 jours;Confort
470;F;Minivan;Commercial;1.0;dev_integral;janvier;complet;>40 ans;0-20k€;Oui;>90 jours;Confort
471;F;z_SUV;Private;6.0;dev_express;mai;complet;>40 ans;0-20k€;Oui;<30 jours;Standard
472;M;Minivan;Private;9.0;dev_express;mars;complet;25-40 ans;60k€+;Non;60–89 jours;Standard
473;M;z_SUV;Private;4.0;dev_premium;janvier;complet;<25 ans;20-40k€;Oui;>90 jours;Premium
474;F;Pickup;Private;9.0;dev_integral;avril;complet;<25 ans;40-60k€;Oui;30-59 jours;Confort
475;M;z_SUV;Private;1.0;dev_express;mai;complet;>40 ans;0-20k€;Non;<30 jours;Standard
476;F;z_SUV;Private;1.0;dev_express;mars;complet;<25 ans;0-20k€;Oui;60–89 jours;Standard
477;F;z_SUV;Private;8.0;dev_integral;mars;complet;>40 ans;0-20k€;Non;60–89 jours;Confort
478;M;Panel Truck;Commercial;18.0;dev_integral;avril;complet;25-40 ans;60k€+;Non;30-59 jours;Standard
479;M;Minivan;Private;11.0;dev_integral;avril;complet;25-40 ans;60k€+;Non;30-59 jours;Confort
480;F;Pickup;Commercial;6.0;dev_express;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Standard
481;F;z_SUV;Private;1.0;dev_integral;mai;complet;>40 ans;20-40k€;Non;<30 jours;Confort
482;F;Van;Private;1.0;dev_express;mai;complet;>40 ans;0-20k€;Oui;<30 jours;Standard
483;F;z_SUV;Private;;dev_express;mars;complet;25-40 ans;60k€+;Oui;60–89 jours;Standard
484;F;Minivan;Private;7.0;dev_premium;mai;complet;>40 ans;60k€+;Oui;<30 jours;Premium
485;F;Sports Car;Private;10.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Confort
486;F;Minivan;Private;1.0;dev_integral;mai;complet;<25 ans;0-20k€;Non;<30 jours;Standard
487;F;Sports Car;Private;1.0;dev_integral;avril;complet;<25 ans;20-40k€;Oui;30-59 jours;Standard
488;M;z_SUV;Commercial;1.0;dev_premium;mai;complet;>40 ans;20-40k€;Non;<30 jours;Confort
489;M;Sports Car;Private;10.0;dev_express;février;complet;<25 ans;20-40k€;Oui;>90 jours;Standard
490;M;Minivan;Commercial;8.0;dev_express;mai;complet;25-40 ans;20-40k€;Oui;<30 jours;Standard
491;F;z_SUV;Private;10.0;dev_express;mai;complet;>40 ans;60k€+;Oui;<30 jours;Standard
492;M;z_SUV;Private;6.0;dev_express;mai;complet;>40 ans;60k€+;Oui;<30 jours;Standard
493;F;Pickup;Commercial;11.0;dev_integral;mars;complet;>40 ans;0-20k€;Non;60–89 jours;Standard
494;M;z_SUV;Private;1.0;dev_integral;février;complet;>40 ans;20-40k€;Non;>90 jours;Confort
495;F;Panel Truck;Commercial;8.0;dev_premium;mai;complet;<25 ans;60k€+;Non;<30 jours;Premium
496;F;Minivan;Private;;dev_premium;mai;complet;<25 ans;20-40k€;Non;<30 jours;Confort
497;F;Van;Commercial;13.0;dev_integral;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
498;M;Pickup;Commercial;1.0;dev_integral;janvier;complet;<25 ans;0-20k€;Oui;>90 jours;Confort
499;M;Pickup;Private;19.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Confort
500;M;z_SUV;Private;9.0;dev_integral;mars;complet;>40 ans;0-20k€;Non;60–89 jours;Confort
501;M;Pickup;Private;;dev_express;mai;complet;<25 ans;60k€+;Non;<30 jours;Standard
502;F;Minivan;Private;15.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
503;F;Pickup;Private;10.0;dev_premium;mai;complet;>40 ans;20-40k€;Non;<30 jours;Premium
504;F;z_SUV;Private;7.0;dev_integral;mai;complet;<25 ans;60k€+;Non;<30 jours;Confort
505;F;Pickup;Commercial;1.0;dev_express;mai;complet;>40 ans;20-40k€;Oui;<30 jours;Standard
506;F;Van;Commercial;12.0;dev_express;mai;complet;>40 ans;60k€+;Non;<30 jours;Standard
507;F;Pickup;Private;1.0;dev_integral;mai;complet;>40 ans;40-60k€;Non;<30 jours;Confort
508;M;Minivan;Commercial;8.0;dev_integral;mars;complet;>40 ans;0-20k€;Non;60–89 jours;Standard
509;F;Van;Commercial;10.0;dev_premium;mars;complet;>40 ans;60k€+;Non;60–89 jours;Premium
510;F;Minivan;Private;13.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
511;F;z_SUV;Private;1.0;dev_express;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
512;M;z_SUV;Commercial;1.0;dev_express;janvier;complet;>40 ans;0-20k€;Oui;>90 jours;Standard
